sentence,sentiment,opinion,aspect,subjectivity
"In his hands and with considerable care and literary sensibility , this carefully researched , often technical , nonfiction book about a terrifying , relentless , and very wily disease , is as gripping as a very fine modern novel .",POS,very,book,0
"In my opinion ( admittedly a big fan of the authors ) , it is a good investment of time for those who have a solid background in the Aberdeen Police Department as MacBride has painted them in the past .",POS,Good,,0
In my opinion she has become a page-turner author and I just couldn't put this book down !,POS,,author,1
In my opinion she has become a page-turner author and I just couldn't put this book down !,POS,,book,1
"In one such irksome interlude , Kellerman recounts the conversation between Marge ( one of the detectives ) and her adopted daughter Vega , who is all in a dither because she has been invited to a party .",NEG,irksome,interlude,0
"In one such irksome interlude , Kellerman recounts the conversation between Marge ( one of the detectives ) and her adopted daughter Vega , who is all in a dither because she has been invited to a party .",NEG,such,interlude,0
In our judgment Burnt House needed better editing and way fewer pages - an Agatha Christie it 's not !,NEG,,editing,1
In our judgment Burnt House needed better editing and way fewer pages - an Agatha Christie it 's not !,NEG,,pages,1
"In some of the investigating there is too much detail , in other parts there 's not enough .",NEG,enough,parts,0
"In some of the investigating there is too much detail , in other parts there 's not enough .",NEG,much,detail,0
"In some of the investigating there is too much detail , in other parts there 's not enough .",NEG,not,parts,0
"In some of the investigating there is too much detail , in other parts there 's not enough .",NEG,too,detail,0
In The Alexander Cipher we have a pretty good example of the genre .,POS,good,genre,0
In The Alexander Cipher we have a pretty good example of the genre .,POS,pretty,genre,0
"In the best of the series , the family story adds a rich layer to the police procedural plots .",POS,,best,1
"In the best of the series , the family story adds a rich layer to the police procedural plots .",POS,,of,1
"In the best of the series , the family story adds a rich layer to the police procedural plots .",POS,,series,1
"In the best of the series , the family story adds a rich layer to the police procedural plots .",POS,,THE,1
"In the end , Mukherjee hints at where the puzzle of cancer might be headed.The Pulitzer Prize winner navigates the fine line between technical jargon and intriguing storytelling .",POS,fine,headed.The,0
"In the end , Mukherjee hints at where the puzzle of cancer might be headed.The Pulitzer Prize winner navigates the fine line between technical jargon and intriguing storytelling .",POS,fine,Prize,0
"In the end , Mukherjee hints at where the puzzle of cancer might be headed.The Pulitzer Prize winner navigates the fine line between technical jargon and intriguing storytelling .",POS,fine,Pulitzer,0
"In the end , Mukherjee hints at where the puzzle of cancer might be headed.The Pulitzer Prize winner navigates the fine line between technical jargon and intriguing storytelling .",POS,fine,winner,0
"In the end , Mukherjee hints at where the puzzle of cancer might be headed.The Pulitzer Prize winner navigates the fine line between technical jargon and intriguing storytelling .",POS,intriguing,storytelling,0
"In the end , the author 's cruelty to Nevare was a bit much and partially made me not want to continue , but I just finished the book and I have to say it resolves nicely.Overall , I 'm glad I took the journey , but must warn people that it 's not for the faint of heart .",NEG,,book,1
"In the end , the author 's cruelty to Nevare was a bit much and partially made me not want to continue , but I just finished the book and I have to say it resolves nicely.Overall , I 'm glad I took the journey , but must warn people that it 's not for the faint of heart .",NEG,,Nevare,1
"In the end , the author 's cruelty to Nevare was a bit much and partially made me not want to continue , but I just finished the book and I have to say it resolves nicely.Overall , I 'm glad I took the journey , but must warn people that it 's not for the faint of heart .",NEG,,,1
"In the end , the author 's cruelty to Nevare was a bit much and partially made me not want to continue , but I just finished the book and I have to say it resolves nicely.Overall , I 'm glad I took the journey , but must warn people that it 's not for the faint of heart .",POS,glad,journey,1
"In the end , the author 's cruelty to Nevare was a bit much and partially made me not want to continue , but I just finished the book and I have to say it resolves nicely.Overall , I 'm glad I took the journey , but must warn people that it 's not for the faint of heart .",POS,nicely.Overall,book,1
