sentence,aspect,sentiment,subjectivity
"i think part of the problem with this computer is vista, yet i know vista isn't the entire issue because my latest purchase was my acer and it also has vista (i should have waited the few months to get the next operating system).",vista,negative,0
the video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,video chat,negative,0
wasted me at least 8 hours of installation time.,installation time,negative,0
my wireless system would not recognize windows 7 and i couldn't get online to find out why.,wireless system,negative,0
mac is not made for gaming.,gaming,negative,0
"well i spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 dvd.",battery,negative,0
but sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,adding the bluetooth,negative,0
the materials that came with the computer did not include the right # anywhere.,materials,negative,0
it does not even have the software to play a dvd now.,software,negative,0
tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,power supply,negative,0
how does the power supply not work!!!,power supply,negative,0
"windows xp sp2 caused many problems on the computer, so i had to remove it.",windows xp sp2,negative,0
"i reloaded with windows 7 ultimate, and the bluetooth and fingerprint reader (software) would not load.",windows 7 ultimate,negative,0
"i reloaded with windows 7 ultimate, and the bluetooth and fingerprint reader (software) would not load.",bluetooth,negative,0
"i reloaded with windows 7 ultimate, and the bluetooth and fingerprint reader (software) would not load.",fingerprint reader,negative,0
"i reloaded with windows 7 ultimate, and the bluetooth and fingerprint reader (software) would not load.",software,negative,0
none of the techs at hp knew what they were doing.,techs at hp,negative,0
"this is my second one and the same problem, bad video card  unreliable overall, this will be my second time returning this laptop back to best buy.",video card,negative,0
"laptop was in new condition and operational, but for the audio problem when 1st sent for repair.",audio,negative,0
