sentence,aspect,sentiment,subjectivity
"don't dine at tamarind for the vegetarian dishes, they are simply not up to par with the non-vegetarian selections.",non-vegetarian selections,positive,0
kenny the owner is always there and he treats my family like we are part of his family.,owner,positive,0
they need a kick out of it but until then the sushi is pretty good and the place is consistent.,sushi,positive,0
they need a kick out of it but until then the sushi is pretty good and the place is consistent.,place,positive,0
i've had to wait only a few times during lunch but this place is definitely worth the wait.,wait,positive,0
"delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",atmosphere,positive,0
"delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",lunch buffet,positive,0
"delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",dinner,positive,0
"delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",lunch,positive,0
"for appetizers, i recommend the shrimp fritters and dumplings.",shrimp fritters,positive,0
"for appetizers, i recommend the shrimp fritters and dumplings.",dumplings,positive,0
such nice people working here - but i have to review the food.,people,positive,0
try the times square cocktail -- ginger lemonade with vodka (also available without vodka.),times square cocktail,positive,0
try the times square cocktail -- ginger lemonade with vodka (also available without vodka.),ginger lemonade with vodka,positive,0
veal parmigiana - better than patsy's!,veal parmigiana,positive,0
"great wine, great food.",wine,positive,0
the food and staff always surprise me with the new heights they are taken to.,staff,positive,0
"however, if you want great food at a great price and don't mind the decor, you can't beat this place.",price,positive,0
what makes this restaurant special are the authentic sichuan cooking and being the only one in nyc that offers authentic chongqing hotpot.,sichuan cooking,positive,0
what makes this restaurant special are the authentic sichuan cooking and being the only one in nyc that offers authentic chongqing hotpot.,chongqing hotpot,positive,0
"sake collection was excellent (try nanbu bijin), but pricey.",nanbu bijin,positive,0
interesting other dishes for a change include chicken in curry sauce and salmon casserole.,dishes,positive,0
interesting other dishes for a change include chicken in curry sauce and salmon casserole.,chicken in curry sauce,positive,0
interesting other dishes for a change include chicken in curry sauce and salmon casserole.,salmon casserole,positive,0
"one of my favorites though was the angry lobster, a cold lobster salad that was magnificent.",angry lobster,positive,0
"one of my favorites though was the angry lobster, a cold lobster salad that was magnificent.",cold lobster salad,positive,0
"ask for usha, the nicest bartender in manhattan.",bartender,positive,0
the service is outstanding and my crab-cake eggs benedict could not have been better.,crab-cake eggs benedict,positive,0
the place's decor and hidden bathrooms made for a good laugh.,decor,positive,0
the place's decor and hidden bathrooms made for a good laugh.,bathrooms,positive,0
"its location is good and the fact that hutner college is near and their prices are very reasonable, makes students go back to suan again and again.",location,positive,0
"its location is good and the fact that hutner college is near and their prices are very reasonable, makes students go back to suan again and again.",prices,positive,0
a wonderful place!,place,positive,0
this place is always very crowded and popular.,place,positive,0
get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,soup,positive,0
get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,nosh (pastrami sandwich),positive,0
i grew up on these bagels.,bagels,positive,0
i'm partial to the gnocchi.,gnocchi,positive,0
"from the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.",appetizers,positive,0
"from the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.",dim sum,positive,0
"from the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.",foods,positive,0
but the waitstaff was so horrible to us.,waitstaff,negative,0
"they did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",toast,negative,0
"they did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",mayonnaise,negative,0
"they did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",bacon,negative,0
"they did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",ingredients,negative,0
"all the money went into the interior decoration, none of it went to the chefs.",chefs,negative,0
the seats are uncomfortable if you are sitting against the wall on wooden benches.,seats,negative,0
faan's got a great concept but a little rough on the delivery.,delivery,negative,0
the price is reasonable although the service is poor.,service,negative,0
the menu is very limited - i think we counted 4 or 5 entrees.,menu,negative,0
